#，职位名称，更新日期，类别，地点，在招业务
1,AI 应用算法工程师，2026-03-19，技术类，北京/广州/杭州/上海，阿里巴巴控股集团/淘天集团/淘宝闪购/阿里国际数字商业集团/阿里云/千问 C 端事业群/高德地图
2,Agent Infra 工程师，2026-03-19，技术类，北京/成都/广州/杭州/上海/深圳，阿里巴巴控股集团/阿里国际数字商业集团/阿里云/千问 C 端事业群
3,AI Infra 工程师，2026-03-19，技术类，北京/广州/杭州/上海/深圳，阿里巴巴控股集团/淘天集团/阿里国际数字商业集团/阿里云/千问 C 端事业群
4,AI SRE，2026-03-19，技术类，北京/广州/杭州，阿里云/千问 C 端事业群
5,AI 数据工程师，2026-03-19，技术类，北京/杭州/上海，阿里巴巴控股集团/淘天集团/淘宝闪购/阿里国际数字商业集团/阿里云/通义实验室/钉钉/千问 C 端事业群
6,AI Agent 优化工程师 - 训练/数据/评测，2026-03-19，技术类，北京/杭州，淘天集团
7,AI 应用研发工程师，2026-03-19，技术类，北京/广州/杭州/南京/上海/深圳，阿里巴巴控股集团/淘天集团/淘宝闪购/阿里国际数字商业集团/阿里云/钉钉/千问 C 端事业群/高德地图
8，客户端开发工程师 C++，2026-03-23，技术类，广州/杭州，阿里云/钉钉/千问 C 端事业群
9,AI Infra 软硬件结合开发工程师，2026-03-22，技术类，北京/成都/杭州/上海/深圳，阿里云
10,AI agent 平台研发工程师，2026-03-22，技术类，北京/杭州/上海/深圳，阿里云
11，算法工程师 - 大模型预训练 (Pre-training)，2026-03-22，技术类，北京/杭州，阿里巴巴控股集团
12，算法工程师-AI Agent，2026-03-22，技术类，北京/杭州/上海，阿里巴巴控股集团/淘天集团/飞猪/阿里国际数字商业集团/阿里云/通义实验室/千问 C 端事业群/虎鲸文娱集团
13，算法工程师 - 语音多模态大模型，2026-03-22，技术类，北京/广州/杭州/上海，阿里巴巴控股集团/淘天集团/阿里国际数字商业集团/通义实验室/钉钉/千问 C 端事业群/高德地图/虎鲸文娱集团
14，算法工程师 - 大模型应用，2026-03-22，技术类，北京/广州/杭州，阿里巴巴控股集团/淘天集团/阿里云/通义实验室/钉钉/千问 C 端事业群/高德地图/虎鲸文娱集团/灵犀互娱
15，多模态 Search Agent 研究&应用 - 阿里星，2026-03-22，技术类，杭州，千问 C 端事业群
16,Agentic 训练与统一智能体演进研究 - 阿里星，2026-03-22，技术类，北京/杭州，千问 C 端事业群
17,Agent 自我学习进化与多 Agent 群体智能研究 - 阿里星，2026-03-22，技术类，北京/杭州，千问 C 端事业群
18，算法工程师-VLM 训练，2026-03-22，技术类，北京/杭州，阿里巴巴控股集团/阿里国际数字商业集团/千问 C 端事业群
19，算法工程师 - 大模型后训练 (Post-training)，2026-03-22，技术类，北京/杭州/上海，阿里巴巴控股集团/阿里国际数字商业集团/阿里云/通义实验室/钉钉
20，算法工程师 - 强化学习，2026-03-22，技术类，北京/杭州，阿里巴巴控股集团/阿里国际数字商业集团/阿里云/通义实验室/千问 C 端事业群
